שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
נוקדים,3726,922,760,4,756,12,9,1,0,0,1,296,0,0,0,0,13,119,213,2,2,0,1,0,5,0,0,8,70,0,4
נורדיה,447,1697,1343,9,1334,559,6,0,0,0,0,49,0,0,0,0,115,23,266,71,1,0,0,0,227,0,0,8,3,0,6
נחושה,59,533,443,1,442,7,3,0,0,0,0,215,0,0,0,0,17,1,134,5,3,0,0,0,9,0,0,3,35,0,10
נחל עוז,844,315,222,0,222,126,0,0,0,0,0,6,0,0,0,0,10,2,11,21,0,0,0,0,36,0,0,10,0,0,0
נחלה,2045,392,337,2,335,62,7,0,0,0,0,23,0,0,0,0,51,2,114,1,1,0,1,0,17,0,0,2,26,0,28
נחליאל,3767,288,245,1,244,0,10,0,0,0,0,27,0,0,0,0,0,1,13,0,0,0,1,0,0,0,0,0,173,0,19
נחלים,449,871,748,2,746,20,10,0,0,0,0,465,0,0,0,0,18,2,148,6,0,0,0,0,30,0,0,0,44,0,3
נחם,809,387,355,3,352,15,11,0,0,0,0,42,0,0,0,0,24,2,181,0,0,0,0,0,13,0,0,4,25,1,34
נחף,522,7214,5106,22,5084,28,0,4936,1,1,2,0,0,0,0,0,12,1,7,30,1,0,3,41,7,0,3,1,3,1,6
נחשולים,433,510,408,1,407,276,0,0,0,0,0,8,0,0,0,0,18,2,11,45,0,0,0,0,34,0,0,12,0,1,0
נחשון,777,402,308,4,304,126,0,1,0,0,0,1,0,0,0,0,4,0,8,136,0,0,0,0,23,0,4,0,0,0,1
נחשונים,705,301,211,1,210,110,0,0,0,0,0,4,0,0,0,0,2,0,9,65,0,0,0,0,18,0,0,2,0,0,0
נטועה,1147,223,182,1,181,30,2,0,0,0,0,8,0,0,0,0,27,1,57,2,0,0,0,0,8,0,1,3,2,0,40
נטור,4014,189,150,0,150,16,0,0,0,0,0,49,0,0,0,0,11,3,38,5,1,0,0,0,16,0,0,5,5,0,1
נטע,1369,149,139,1,138,0,0,0,0,0,0,120,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,1
נטעים,174,473,380,0,380,166,1,2,0,0,0,18,0,0,0,0,23,3,53,33,0,0,0,0,74,0,0,4,1,0,2
נטף,1254,336,257,0,257,109,0,1,0,0,0,4,0,0,0,0,10,0,8,100,0,0,0,1,17,0,0,4,0,3,0
ניין,523,1149,897,10,887,11,0,284,0,0,1,0,0,0,0,1,5,0,5,551,0,0,0,20,1,0,0,0,0,0,8
"ניל""י",3655,832,671,2,669,86,5,0,0,0,0,116,0,0,0,0,74,31,223,8,0,0,0,0,97,0,1,20,3,1,4
ניצן ב',1419,1233,969,5,964,18,7,0,0,0,0,300,0,0,0,0,32,11,405,1,0,0,0,0,16,0,1,10,138,0,25
ניצן,351,932,744,0,744,6,0,0,0,0,0,339,0,0,0,0,24,4,220,1,1,0,0,0,13,0,0,3,127,0,6
ניצנה (קהילת חינו,1195,176,75,1,74,27,1,1,0,0,0,11,0,0,0,0,3,1,9,6,0,0,0,0,6,0,0,9,0,0,0
ניצני סיני,1280,174,115,1,114,47,0,0,0,0,1,14,0,0,0,0,9,4,17,4,1,0,0,0,13,0,0,3,1,0,0
ניצני עוז,851,691,557,1,556,172,1,0,0,0,0,38,0,0,0,0,73,6,142,22,0,0,0,0,77,0,0,16,3,0,6
ניצנים,359,344,262,2,260,162,0,0,0,0,0,0,0,0,0,0,12,0,5,36,0,0,0,0,36,0,0,6,2,1,0
ניר אליהו,808,392,293,1,292,194,0,1,0,0,0,2,0,0,0,0,8,1,12,41,0,0,0,0,33,0,0,0,0,0,0
ניר בנים,553,538,434,3,431,247,2,0,0,0,0,17,0,0,0,0,30,4,40,34,0,0,0,0,47,0,1,9,0,0,0
ניר גלים,720,535,468,1,467,15,4,0,0,0,0,270,0,0,0,0,12,3,92,11,0,0,0,0,14,1,0,3,34,0,8
ניר דוד (תל עמל),256,577,444,0,444,253,0,0,0,0,0,4,0,0,0,0,2,1,8,116,0,0,0,0,40,0,0,20,0,0,0
"ניר ח""ן",11,359,262,1,261,86,0,0,0,0,0,27,0,0,0,0,36,3,59,9,0,0,0,0,32,0,0,3,3,0,3
ניר יפה,165,379,307,0,307,76,0,0,0,0,0,22,0,0,0,0,47,1,102,2,0,0,0,0,45,0,0,5,1,0,6
ניר יצחק,402,566,381,0,381,151,0,7,0,0,0,5,0,0,0,0,5,1,3,175,0,0,0,0,27,0,1,5,0,0,1
ניר ישראל,699,557,439,0,439,213,0,1,0,0,0,23,0,0,0,0,34,9,61,24,0,0,0,0,61,0,0,4,5,2,2
ניר משה,2047,372,281,1,280,109,0,0,0,0,0,11,0,0,0,0,21,1,72,18,1,0,0,0,29,0,1,5,4,0,8
ניר עוז,69,344,269,1,268,121,0,2,0,0,0,6,0,0,0,0,6,1,8,93,1,0,0,0,24,0,0,5,0,0,1
ניר עם,348,339,216,1,215,124,3,0,0,0,0,5,0,0,0,0,5,0,18,26,0,0,0,0,23,0,0,10,0,0,1
ניר עציון,769,398,300,1,299,26,2,6,0,0,0,159,0,0,0,0,13,2,40,6,2,0,1,1,19,1,0,3,16,0,2
ניר עקיבא,2048,393,315,1,314,77,1,0,0,0,0,40,1,0,0,0,27,1,60,12,0,0,0,0,21,0,0,2,61,0,11
ניר צבי,331,889,695,2,693,321,1,1,0,0,0,13,0,0,0,0,45,3,84,75,1,0,0,0,127,0,0,17,5,0,0
נירים,602,377,280,0,280,146,0,3,0,0,0,3,0,0,0,0,3,6,2,99,0,0,0,0,12,0,0,4,2,0,0
נירית,1236,948,774,0,774,383,1,2,0,0,0,18,0,0,0,0,52,7,54,72,0,0,0,0,165,0,0,17,1,0,2
נירן,3620,72,55,0,55,47,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0
נס הרים,825,646,521,1,520,106,3,1,0,0,0,43,0,0,0,0,46,6,207,17,0,0,0,1,51,0,1,6,18,0,14
נס ציונה,7200,30675,24115,167,23948,7656,173,25,2,1,6,1140,0,1,0,0,2355,550,5544,1029,13,4,2,1,4292,2,10,253,312,17,560
נעורים,186,157,79,0,79,37,0,0,0,0,0,3,0,0,0,0,8,5,14,4,0,0,0,0,6,0,0,0,0,1,1
נעלה,3787,785,634,5,629,97,3,0,0,0,0,125,0,0,0,0,67,26,198,6,1,0,0,0,81,1,0,10,9,1,4
"נעמ""ה",3713,126,77,0,77,25,0,0,0,0,0,6,0,0,0,0,8,2,22,2,0,0,0,0,9,0,0,2,1,0,0
נען,158,1201,905,5,900,616,2,0,0,0,0,15,0,0,0,0,26,10,25,100,0,0,0,0,94,0,0,10,0,0,2
נצאצרה (שבט),1041,349,152,5,147,0,0,139,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0,0,0,2
נצר חזני,1372,193,170,0,170,2,2,0,0,0,0,75,0,0,0,0,6,0,40,0,0,0,0,0,0,0,0,1,37,0,7
נצר סרני,435,548,437,0,437,316,1,0,0,0,0,6,0,0,0,0,15,1,9,38,0,0,0,0,43,0,0,3,3,0,2
נצרת עילית,1061,39087,22586,472,22114,2269,80,3599,2,4,5,921,1,2,0,21,1618,4715,6054,350,16,6,1,30,1371,11,15,268,439,29,287
נצרת,7300,53232,32689,290,32399,869,9,29881,4,3,0,6,2,1,0,7,136,126,343,677,4,4,10,110,70,4,9,43,12,6,63
נשר,2500,19318,12999,170,12829,2475,95,110,2,1,1,570,0,1,0,0,1367,1569,3955,228,7,4,1,2,1671,2,7,205,76,14,466
נתיב הגדוד,3555,149,105,0,105,30,0,0,0,0,0,11,0,0,0,0,14,3,25,3,0,0,0,0,12,0,0,4,3,0,0
"נתיב הל""ה",693,409,321,0,321,221,0,3,0,0,0,2,0,0,0,0,10,0,9,34,0,0,0,0,33,0,0,8,0,0,1
נתיב העשרה,1242,594,502,2,500,202,0,1,0,0,0,47,0,0,0,0,35,11,81,26,0,0,0,0,78,0,0,16,2,1,0
נתיב השיירה,792,410,324,1,323,105,1,0,0,0,0,15,0,0,0,0,50,6,95,5,0,0,0,0,28,0,0,7,3,0,8
נתיבות,246,19308,14763,160,14603,295,1021,10,2,0,0,805,2,0,0,1,525,1068,4310,25,1,2,1,2,186,4,7,87,2836,10,3403
נתניה,7400,168914,106738,1270,105468,14575,2921,65,5,2,10,6851,6,2,0,5,11796,8424,35374,1538,24,21,14,9,11035,40,63,1089,3177,103,8319
סאג'ור,525,2657,1438,10,1428,338,0,21,0,0,0,29,0,0,0,0,236,324,189,8,0,1,0,1,50,1,2,4,35,0,189
סאסא,578,466,338,0,338,172,0,1,0,0,0,8,0,0,0,0,6,2,8,115,0,1,0,0,20,0,0,5,0,0,0
סביון,587,3458,2405,9,2396,1055,13,3,0,0,1,59,0,0,0,0,80,42,417,208,0,0,0,0,459,0,1,33,17,1,7
סגולה,2046,398,324,0,324,147,1,0,0,0,0,12,0,0,0,0,32,4,59,20,0,0,0,0,37,0,0,5,1,1,5
סואעד (חמרייה),942,113,48,0,48,2,0,33,0,0,0,1,0,0,0,0,3,0,2,2,0,0,0,2,0,0,0,0,0,0,3
סולם,526,1801,1338,14,1324,32,2,1082,0,0,0,0,0,0,0,1,5,0,2,134,0,0,0,9,2,0,0,1,0,0,54
סוסיה,3756,525,429,3,426,0,0,0,0,0,0,318,0,0,0,0,2,0,35,1,0,0,0,0,0,0,0,2,67,0,1
סופה,1238,192,144,0,144,80,0,0,0,0,0,7,0,0,0,0,7,4,7,6,0,0,0,0,27,0,0,5,1,0,0
סח'נין,7500,18647,15231,49,15182,204,6,14603,1,1,0,5,0,2,0,4,71,11,27,149,0,0,1,30,16,0,1,1,9,1,39
סייד (שבט),1170,1587,659,4,655,48,0,516,1,0,2,0,0,1,0,3,21,1,7,4,0,0,0,17,4,0,0,0,0,0,30
סלמה,1245,1879,1018,11,1007,84,0,760,0,0,0,2,0,0,0,24,8,1,48,7,0,0,0,32,2,0,1,1,5,1,31
סלעית,3567,408,318,1,317,148,0,1,0,0,0,11,0,0,0,0,7,1,49,18,0,0,0,0,78,0,0,4,0,0,0
סמר,1156,294,193,1,192,82,0,3,0,0,0,2,0,0,0,0,6,3,14,60,0,0,1,1,8,1,0,10,1,0,0
סנסנה,3777,163,145,0,145,0,0,0,0,0,0,110,0,0,0,0,2,0,22,0,0,0,0,0,1,0,0,0,9,0,1
סעד,419,594,477,1,476,76,1,0,0,0,0,230,0,0,0,0,25,2,78,12,1,0,0,0,25,0,0,8,16,0,2
סער,454,540,401,0,401,184,0,0,0,0,0,13,0,0,0,0,26,13,52,56,0,0,0,0,56,0,0,0,0,0,1
ספיר,1176,282,197,1,196,66,0,0,0,0,0,20,0,0,0,0,12,7,43,11,0,0,0,0,18,0,0,14,4,0,1
סתריה,610,771,607,2,605,276,2,5,0,0,0,27,0,0,0,0,33,3,76,51,1,0,0,0,113,0,0,12,4,1,1
ע'ג'ר,4501,1470,690,6,684,187,6,22,0,0,1,8,0,0,0,1,205,3,169,23,1,0,0,1,1,1,2,1,30,1,21
עבדון,892,473,342,3,339,53,1,0,0,0,1,25,0,0,0,0,54,2,117,1,0,0,0,0,9,0,1,7,2,0,66
עברון,376,614,489,4,485,317,1,1,0,0,0,0,0,0,0,0,11,3,10,106,0,0,0,0,23,1,0,10,0,0,2
עגור,794,286,208,1,207,13,7,0,0,0,0,6,0,0,0,0,35,2,109,3,0,0,2,0,5,0,0,2,3,0,20
עדי,1199,1348,1082,0,1082,433,1,0,0,0,0,51,0,0,0,0,94,14,179,38,0,0,0,0,250,0,3,12,4,0,3
עדנים,2035,292,229,0,229,91,0,0,0,0,0,8,0,0,0,0,7,4,38,13,0,0,0,0,54,0,0,11,0,1,2
עוזה,826,374,294,2,292,1,12,0,0,0,0,32,0,0,0,0,24,0,130,0,0,0,0,0,1,0,0,1,47,1,43
עוזייר,528,1665,941,9,932,9,1,890,0,0,0,1,0,0,0,0,5,4,3,13,0,0,0,3,0,0,0,1,1,0,1
עולש,737,687,545,2,543,238,0,0,0,0,0,34,0,0,0,0,51,2,79,22,0,0,0,0,95,0,0,9,11,0,2
עומר,666,6184,4712,14,4698,1782,8,21,0,0,1,259,0,0,0,0,349,81,1026,370,2,0,0,0,691,0,4,49,37,1,17
עופר,810,384,311,0,311,100,0,0,0,0,0,24,0,0,0,0,23,1,78,40,0,0,0,0,34,0,0,7,3,1,0
עופרה,3617,1782,1485,6,1479,5,4,1,0,0,0,1051,0,0,0,1,12,4,246,1,0,0,0,0,4,0,0,12,136,0,2
עוצם,32,396,323,1,322,10,3,0,0,0,0,12,0,0,0,0,18,1,79,0,0,0,0,0,2,0,0,3,25,0,169
עוקבי (בנו עוקבה),957,234,164,1,163,0,0,145,0,0,0,1,0,0,0,0,1,0,1,12,0,0,0,2,0,0,0,0,0,0,1
עזר,1149,641,498,1,497,126,1,0,0,0,0,21,0,0,0,0,86,5,111,11,0,0,0,0,88,0,1,21,13,0,13
עזריאל,837,538,454,3,451,17,8,0,0,0,0,55,0,0,0,0,58,2,242,1,0,0,0,0,14,0,0,3,40,0,11
עזריה,711,704,577,3,574,53,3,0,0,0,0,23,0,0,0,0,69,6,324,3,0,0,0,0,32,0,1,8,9,0,43
עזריקם,817,833,647,3,644,65,0,1,0,0,0,25,0,0,0,0,90,6,360,2,0,0,0,0,44,0,0,11,17,0,23
עטאוונה (שבט),969,119,57,0,57,0,0,53,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0
עטרת,3658,279,244,0,244,1,0,0,0,0,0,179,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,38,0,2
עידן,1175,259,173,0,173,95,0,0,0,0,0,13,0,0,0,0,8,0,19,12,0,0,0,0,20,0,0,3,2,1,0
עיילבון,530,3765,2670,20,2650,359,1,1660,0,1,0,10,1,0,0,2,126,41,72,226,0,0,1,12,3,1,0,6,1,2,125
עיינות,156,88,52,1,51,18,0,0,0,0,0,3,0,0,0,0,7,0,9,4,0,0,0,0,10,0,0,0,0,0,0
עילוט,511,4475,1941,39,1902,115,1,1578,0,0,1,3,0,0,0,0,25,3,49,12,1,1,0,20,1,0,0,2,3,1,86
עין איילה,687,663,517,1,516,255,0,0,0,0,0,15,0,0,0,0,42,8,39,52,0,0,0,0,86,0,0,9,8,1,1
עין אל-אסד,546,571,281,3,278,50,3,11,0,0,0,1,0,0,0,0,30,76,26,7,0,0,0,0,4,0,1,8,0,0,61
עין גב,273,458,317,0,317,193,0,3,0,0,0,8,0,0,0,0,18,5,20,31,0,0,0,0,31,0,0,6,2,0,0
עין גדי,2042,441,297,3,294,172,0,2,0,0,0,8,0,0,0,0,21,2,21,41,0,0,0,0,21,0,0,3,1,0,2
עין דור,436,873,584,1,583,278,0,1,0,0,0,15,1,0,0,0,38,7,16,150,0,0,0,0,56,0,0,19,1,0,1
עין הבשור,1240,644,517,1,516,213,1,0,0,0,0,60,0,0,0,0,22,9,64,34,0,0,0,0,90,0,1,11,5,2,4
עין הוד,74,452,337,1,336,162,2,8,0,0,0,10,0,0,0,0,12,1,23,91,0,0,0,0,13,0,0,12,2,0,0
עין החורש,167,662,536,2,534,301,0,0,0,0,0,4,0,0,0,0,6,1,9,184,0,0,0,0,24,0,0,4,1,0,0
עין המפרץ,289,654,509,0,509,302,2,0,0,0,0,4,0,0,0,0,12,0,5,152,0,0,0,0,22,0,0,10,0,0,0
"עין הנצי""ב",383,429,333,0,333,29,0,0,0,0,0,198,0,0,0,0,8,1,51,7,1,0,0,0,23,0,0,4,11,0,0
עין העמק,367,553,419,3,416,72,1,0,0,0,0,29,0,0,0,0,51,1,196,11,0,0,0,0,28,0,0,0,4,0,23
עין השופט,270,841,541,1,540,323,0,0,0,0,0,5,0,0,0,0,11,14,13,137,0,0,0,0,18,1,0,13,1,1,3
עין השלושה,676,336,224,1,223,143,0,0,0,0,0,3,0,0,0,0,12,3,27,13,1,0,0,1,17,0,2,1,0,0,0
עין ורד,157,1008,845,1,844,503,2,2,0,0,0,23,0,0,0,0,21,8,60,72,0,0,0,0,148,0,0,2,2,1,0
עין זיוון,4503,238,155,1,154,68,0,0,0,0,0,9,0,0,0,0,5,6,13,8,0,0,0,0,36,0,0,8,0,1,0
עין חוד,1320,159,109,1,108,0,0,87,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,16
עין חרוד (איחוד),89,530,411,1,410,283,1,0,0,0,1,6,0,0,0,0,12,4,29,30,20,0,0,0,18,0,0,3,3,0,0
עין חרוד (מאוחד),82,679,485,2,483,306,2,0,0,0,0,20,0,0,0,0,23,8,29,36,0,1,0,0,45,0,0,11,1,1,0
עין יהב,806,483,384,3,381,282,0,2,0,0,0,6,0,0,0,0,18,2,13,24,0,0,0,0,29,0,0,2,2,0,1
עין יעקב,813,613,470,1,469,99,1,1,0,0,0,43,0,0,0,0,47,9,170,11,0,0,0,1,24,0,0,21,7,1,34
עין כרמל,426,470,376,1,375,236,1,0,0,0,0,4,0,0,0,0,19,13,16,34,0,0,0,0,43,0,2,7,0,0,0
עין מאהל,532,7717,5708,29,5679,35,0,5394,0,0,0,0,0,0,0,1,3,0,35,127,1,0,1,15,1,1,3,2,0,1,59
עין נקובא,521,1370,784,25,759,76,0,601,0,0,5,7,0,2,0,0,5,3,9,9,0,1,2,10,3,0,2,2,2,1,19
עין עירון,223,389,325,0,325,183,1,0,0,0,1,7,0,0,0,0,26,0,13,48,1,0,0,0,35,0,0,9,0,0,1
עין צורים,622,523,427,1,426,29,0,0,0,0,0,250,0,0,0,0,16,0,53,6,2,0,0,0,26,0,0,0,39,0,5
עין ראפה,514,562,367,6,361,44,0,299,0,0,0,2,0,0,0,0,0,0,2,9,0,0,0,0,1,0,0,3,1,0,0
עין שמר,139,588,438,0,438,212,0,2,0,0,0,10,0,0,0,0,13,4,14,139,0,0,0,0,30,0,0,13,1,0,0
עין שריד,880,1027,785,7,778,227,22,0,0,0,1,32,0,0,0,0,88,6,198,60,0,1,0,0,114,0,0,7,2,1,19
עין תמר,1251,140,105,0,105,38,0,0,0,0,0,9,0,0,0,0,5,5,20,1,0,0,0,0,26,0,0,1,0,0,0
עינת,871,524,445,1,444,274,0,0,0,0,0,5,0,0,0,0,15,5,19,67,0,0,0,0,49,0,0,8,2,0,0
עכו,7600,40470,26114,385,25729,1916,139,6655,2,0,29,1109,4,1,0,4,1631,2616,7818,206,9,3,7,72,938,22,14,181,388,19,1946
עלומים,1146,345,262,0,262,17,2,0,0,0,0,155,0,0,0,0,13,0,57,1,0,0,0,0,13,0,0,0,2,2,0
עלי זהב,3727,657,532,2,530,8,0,0,0,0,0,321,0,0,0,0,14,12,140,0,0,0,0,0,10,0,0,1,18,0,6
עלי,3765,1900,1529,4,1525,5,9,0,0,0,0,760,0,0,0,0,15,16,323,1,2,0,1,0,0,0,0,6,365,1,21
עלמה,688,550,416,4,412,3,9,2,0,0,0,34,0,0,0,0,39,2,272,0,0,0,0,1,4,0,0,1,14,1,30
עלמון,3715,825,640,0,640,36,1,1,0,0,0,101,0,0,0,0,52,26,327,3,0,1,0,0,75,0,0,6,5,0,6
עמוקה,1212,153,105,1,104,53,0,0,0,0,0,2,0,0,0,0,10,0,11,22,0,0,0,0,6,0,0,0,0,0,0
עמינדב,779,614,477,1,476,129,1,1,0,0,0,31,0,0,0,0,53,1,151,49,0,0,0,0,40,0,1,5,7,0,7
עמיעד,385,418,269,0,269,185,0,0,0,1,0,3,0,0,0,0,6,1,10,37,0,0,0,0,17,0,0,8,0,1,0
עמיעוז,318,202,143,0,143,21,2,0,0,0,0,10,0,0,0,0,7,1,54,1,0,0,0,0,12,0,1,1,5,0,28
עמיקם,773,464,364,1,363,135,0,1,0,0,0,6,0,0,0,0,59,0,42,43,0,0,0,0,65,0,0,7,3,0,2
עמיר,319,473,348,0,348,176,0,2,0,0,0,5,0,0,0,0,17,4,13,111,0,0,0,0,11,0,1,8,0,0,0
עמנואל,3660,1911,1392,12,1380,2,395,0,0,0,0,64,0,0,0,0,3,1,79,0,2,0,0,0,1,0,5,9,360,0,459
עמקה,708,493,360,8,352,20,6,0,0,0,0,36,0,0,0,0,62,6,178,0,0,0,0,0,8,0,2,3,18,0,13
ענב,3712,429,360,3,357,1,2,0,0,0,0,182,0,0,0,0,1,1,65,0,0,0,0,0,4,0,0,3,66,0,32
עספיא,534,8227,4371,55,4316,968,4,922,0,1,0,14,0,0,0,1,1388,450,167,162,0,0,0,21,112,4,4,42,21,1,34
עפולה,7700,35667,23208,300,22908,2531,426,17,0,1,6,1318,1,5,0,4,1983,2509,10129,210,10,3,4,2,1605,4,18,272,456,29,1365
עץ אפרים,3778,955,807,4,803,38,4,0,0,0,0,285,0,0,0,0,48,25,280,12,0,0,0,0,42,0,1,9,33,2,24
עצמון שגב,917,825,617,1,616,349,0,0,0,0,0,17,0,0,0,0,24,2,29,117,0,0,0,0,72,0,1,2,0,0,3
עראבה,531,14211,10339,41,10298,35,3,9973,2,0,1,1,1,0,0,3,55,2,15,47,2,1,3,26,61,0,5,6,25,0,31
עראמשה,1246,928,437,3,434,131,0,259,0,0,0,2,0,0,0,3,1,0,3,13,0,0,0,11,2,0,0,0,0,1,8
ערב אל נעים,1335,389,238,7,231,2,0,35,0,0,0,0,1,0,0,0,1,2,177,1,0,1,2,6,1,0,0,0,0,0,2
ערד,2560,20805,12552,255,12297,1871,1837,96,2,0,1,526,1,0,0,3,746,1829,2764,260,5,3,2,9,1605,9,8,283,292,16,129
ערוגות,593,617,514,2,512,205,3,0,0,0,0,27,0,0,0,0,40,6,112,27,0,0,0,0,79,0,0,9,1,0,3
ערערה,637,11475,7997,44,7953,102,2,7653,0,0,1,4,1,1,0,16,26,2,21,72,0,0,3,26,4,1,5,3,5,1,4
ערערה-בנגב,1192,6558,3773,72,3701,47,1,3335,2,0,2,15,0,0,0,2,36,6,39,126,0,0,3,45,6,4,2,4,8,3,15
עשרת,591,828,641,0,641,307,3,2,0,0,0,19,0,0,0,1,29,9,80,52,0,0,0,0,127,0,0,11,0,0,1
עתלית,53,4693,3329,17,3312,818,71,15,0,0,0,161,0,0,0,0,405,82,970,103,1,0,0,0,452,0,3,47,42,1,141
עתניאל,3748,391,335,0,335,0,1,0,0,0,0,228,0,0,0,0,5,0,33,2,0,0,0,0,1,0,0,0,65,0,0
פארן,1151,363,271,1,270,199,0,1,0,0,0,8,0,0,0,0,11,1,11,12,0,0,0,0,21,0,0,6,0,0,0
פדואל,3768,789,686,2,684,0,0,0,0,0,0,497,0,0,0,0,2,0,84,1,0,0,1,0,2,0,0,1,90,0,6
פדויים,750,298,215,1,214,19,7,0,0,0,0,44,0,0,0,0,22,2,80,0,0,0,0,0,5,0,0,0,10,0,25
פדיה,838,545,434,8,426,41,0,0,0,0,0,37,0,0,0,0,56,5,213,2,0,0,0,0,31,0,1,0,2,0,38
פוריה - כפר עבודה,1104,267,185,0,185,19,0,0,0,1,0,15,0,0,0,0,44,1,83,2,0,0,0,0,8,0,0,5,1,0,6
פוריה - נווה עובד,1105,920,620,6,614,47,4,1,0,0,0,68,0,0,0,0,61,12,317,6,0,0,0,0,42,0,0,9,20,1,26
פוריה עילית,1313,639,458,5,453,120,0,2,0,0,0,23,0,0,0,1,54,12,174,9,2,0,0,0,39,0,0,9,2,0,6
פוריידיס,537,7621,5116,28,5088,147,1,3953,0,1,1,5,0,1,0,1,20,1,479,429,0,0,1,32,5,0,1,4,1,1,4
פורת,767,806,569,6,563,15,7,1,0,0,0,35,0,0,0,0,127,1,235,2,0,0,0,0,12,0,0,13,41,0,74
פטיש,749,590,487,3,484,44,1,0,0,0,0,31,0,0,0,0,42,4,198,0,0,0,1,0,17,0,0,3,28,0,115
פלמחים,597,600,423,3,420,222,1,0,0,0,4,26,0,0,0,0,21,2,15,76,0,0,0,0,47,0,0,4,0,0,2
פני חבר,3723,192,166,0,166,1,0,0,0,0,0,52,0,0,0,0,0,0,20,0,0,0,1,0,0,0,1,0,90,0,1
פסגות,3659,957,828,3,825,2,1,0,0,0,0,500,0,0,0,0,1,0,122,0,1,0,0,0,2,0,0,3,189,0,4
פסוטה,535,2425,1358,15,1343,117,0,1013,0,0,1,1,0,0,0,0,7,8,12,159,0,0,2,7,3,0,0,5,1,0,7
"פעמי תש""ז",2059,330,267,3,264,23,3,0,0,0,0,8,0,0,0,0,17,2,109,4,0,0,0,0,12,0,0,3,11,0,72
פצאל,3615,225,176,0,176,36,0,0,0,0,0,38,0,0,0,0,14,1,58,0,0,0,0,0,25,0,0,4,0,0,0
פקיעין (בוקייעה),536,4011,2616,15,2601,316,0,791,0,0,0,1,1,0,0,0,307,794,16,50,0,0,0,3,87,0,1,11,1,1,221
פקיעין חדשה,281,281,207,0,207,19,2,0,0,0,0,7,0,0,0,0,11,0,88,0,0,0,0,0,3,0,0,1,10,0,66
פרדס חנה-כרכור,7800,26651,19087,185,18902,5199,117,65,5,0,6,1157,1,0,0,0,1810,743,5248,1258,11,3,2,4,1900,3,14,292,212,20,832
פרדסיה,171,4716,3693,16,3677,1302,16,0,0,0,1,194,0,0,0,0,459,30,721,147,1,1,0,0,651,0,0,52,60,0,42
פרוד,599,326,239,1,238,140,2,1,0,0,0,11,0,0,0,0,19,0,16,22,0,0,0,0,24,0,0,0,1,2,0
פרזון,2053,302,228,1,227,28,0,0,0,0,0,23,0,0,0,0,25,1,124,2,0,1,0,0,9,0,0,0,8,0,6
פרי גן,1231,152,114,0,114,30,0,0,0,0,0,15,0,0,0,0,16,0,38,0,0,0,0,0,10,0,0,3,0,0,2
פתח תקווה,7900,177367,125633,1223,124410,22103,4810,85,8,7,29,13319,12,1,0,4,11846,8362,35013,2491,72,13,14,9,14661,15,65,1224,3227,74,6946
פתחיה,839,633,495,1,494,75,1,0,0,0,0,30,0,0,0,0,86,7,177,12,0,0,0,0,63,0,0,2,10,0,31
צאלים,413,374,284,0,284,158,0,1,0,0,0,5,0,0,0,0,11,11,13,44,0,0,0,0,32,0,0,8,0,0,1
צביה,1180,233,179,0,179,86,0,0,0,0,0,3,0,0,0,0,10,0,6,31,0,0,1,0,40,0,0,2,0,0,0
צובה,465,633,435,2,433,307,1,1,0,0,0,9,0,0,0,0,20,1,19,28,3,0,0,0,38,1,4,1,0,0,0
צוחר,1136,397,271,2,269,45,0,0,0,0,0,19,0,0,0,0,28,1,112,11,0,0,0,0,29,0,0,2,7,1,14
צופים,3791,1104,928,5,923,57,5,0,0,0,0,387,0,0,0,0,56,12,272,8,1,0,0,0,57,0,1,17,40,1,9
צופית,198,763,600,0,600,318,1,2,0,0,0,17,0,0,0,0,27,5,54,74,0,0,1,0,91,0,1,8,0,0,1
צופר,1150,312,248,1,247,168,0,0,0,0,0,7,0,0,0,0,8,3,11,17,0,0,0,0,28,1,0,4,0,0,0
צוקי ים,1102,163,124,0,124,61,1,0,0,0,0,5,0,1,0,0,3,0,21,18,1,0,0,0,11,0,0,0,2,0,0
צוקים,1262,135,107,3,104,50,0,0,0,0,1,5,0,0,0,0,5,1,10,19,0,0,0,0,9,0,0,4,0,0,0
צור הדסה,1113,3779,2970,7,2963,810,12,12,0,0,0,211,0,0,0,0,233,102,786,274,1,0,0,0,418,1,0,34,23,2,44
צור יצחק,1345,2072,1845,5,1840,679,5,1,0,0,0,113,0,0,0,0,158,31,279,92,1,0,1,0,425,0,0,27,11,1,16
צור משה,276,1682,1338,2,1336,663,7,2,0,0,1,47,0,0,0,0,104,2,137,85,1,0,0,0,264,0,0,10,5,1,7
