שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ג,ד,הי,הפ,הק,ו,ז,זה,זך,טב,יק,כן,מחל,מרץ,נ,ני,נץ,נק,עם,פ,פה,פז,פי,פך,פנ,פץ,ץ,צפ,צק,ק,קנ,רק,שס
מגן,695,460,318,2,316,55,0,0,0,0,0,3,3,0,0,5,2,6,5,181,0,0,1,0,2,0,31,0,0,0,0,0,2,12,0,0,8,0,0
מגשימים,722,646,498,0,498,85,2,1,0,0,0,0,14,0,1,26,0,26,107,28,0,1,1,0,0,0,139,2,0,0,0,0,8,45,0,0,6,3,3
מדרך עוז,2029,484,330,2,328,29,5,0,0,0,0,0,2,0,0,54,0,31,109,4,0,0,1,0,0,0,41,10,0,0,0,0,3,10,0,0,4,0,25
מדרשת בן גוריון,1140,875,648,0,648,212,2,0,0,0,0,5,11,0,0,20,1,7,58,154,0,0,4,0,0,0,101,0,1,0,0,0,11,49,0,3,6,2,1
מודיעין עילית,3797,20927,18979,115,18864,14,14532,1,0,0,0,0,0,0,0,302,0,2,111,3,1,2,166,0,0,0,13,247,1,0,1,6,42,2,0,1,14,1,3402
מודיעין-מכבים-רעו,1200,50968,40128,174,39954,6174,155,3,1,22,1,50,305,0,39,4840,52,906,9002,2288,2,12,422,9,4,1,10797,57,8,0,20,5,751,2693,8,15,356,74,882
מולדת,269,672,522,3,519,217,0,0,0,0,0,1,5,0,0,19,0,10,39,36,0,0,3,0,0,0,125,0,0,0,0,0,4,47,0,0,6,2,5
מוצא עילית,208,695,479,1,478,120,0,0,0,1,0,11,8,0,0,20,0,17,48,97,0,0,4,0,0,1,94,0,1,0,1,0,11,36,0,0,3,2,3
מוקייבלה,635,1938,1053,38,1015,233,0,166,0,0,0,121,1,0,0,2,0,1,5,5,1,0,1,2,461,0,1,0,0,0,0,2,1,1,1,0,0,0,10
מורן,1163,292,218,2,216,76,1,0,0,0,0,0,6,0,0,14,0,1,18,16,0,0,7,0,0,0,43,0,0,0,0,0,3,21,0,0,4,1,5
מורשת,1178,706,593,1,592,3,3,0,0,0,0,0,2,0,0,429,0,0,57,0,0,0,47,0,0,0,8,2,0,0,0,0,24,3,0,0,0,0,14
מזור,606,731,564,1,563,96,0,0,0,1,1,1,7,0,0,23,0,18,90,46,0,0,0,0,0,0,206,1,0,0,0,1,10,54,0,0,6,0,2
מזכרת בתיה,28,7786,5853,32,5821,1109,20,1,0,1,0,9,80,0,9,556,3,149,1285,308,0,0,60,1,0,2,1363,38,1,0,6,0,98,401,2,6,61,7,245
מזרע,104,657,481,6,475,163,0,0,0,0,0,1,8,0,0,4,0,4,11,161,0,0,0,0,0,0,86,0,0,0,0,1,1,24,0,0,10,0,1
מזרעה,517,2510,1589,16,1573,19,1,181,0,2,0,312,1,0,2,3,0,0,46,208,0,0,2,0,700,0,10,0,1,0,0,1,3,22,1,3,2,0,53
מחולה,3599,339,285,2,283,8,0,0,0,0,0,0,0,0,0,190,0,0,32,4,0,0,25,0,0,0,11,0,0,0,0,0,1,2,0,0,4,2,4
מחנה טלי,1418,162,98,1,97,14,0,0,0,1,0,0,1,0,0,13,0,4,16,5,0,0,1,0,0,0,27,0,0,0,0,0,2,11,1,0,0,0,1
מחנה יוכבד,1416,124,91,0,91,8,0,0,0,0,0,0,1,0,0,12,0,2,15,6,0,0,0,0,0,0,32,0,0,0,0,0,0,7,0,0,0,0,8
מחנה יפה,1415,222,150,0,150,26,0,0,0,0,0,0,0,0,0,20,0,1,28,9,0,0,3,0,0,0,49,1,0,0,0,0,1,10,0,0,0,0,2
מחנה מרים,1414,120,66,0,66,10,0,0,0,0,0,0,0,0,0,1,0,2,25,4,0,0,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,3
מחנה עדי,1417,181,129,3,126,18,0,0,0,0,0,0,1,0,0,14,0,4,22,7,0,0,0,0,0,0,47,0,0,0,0,0,2,10,0,0,0,0,1
מחנה תל נוף,1412,198,147,0,147,22,0,0,0,0,0,0,2,0,0,12,0,3,30,15,0,0,0,0,0,0,48,0,0,0,1,0,0,11,0,0,0,0,3
מחניים,308,416,285,2,283,115,1,0,0,0,0,1,3,0,0,12,0,7,24,28,0,2,2,0,0,0,40,1,0,0,0,0,3,31,1,0,4,5,3
מחסיה,776,283,185,1,184,6,0,0,0,0,0,0,0,0,0,37,0,1,73,0,0,0,2,0,0,0,13,3,0,0,0,0,4,2,0,0,0,0,43
מטולה,43,1333,872,4,868,183,6,0,0,0,0,4,19,0,0,59,1,46,136,60,0,0,11,0,0,0,140,0,0,0,0,0,27,119,0,0,11,43,3
מטע,822,454,322,0,322,58,3,0,0,0,0,15,3,0,0,27,0,14,93,32,0,0,3,0,0,0,34,0,0,0,0,0,8,13,1,0,2,1,15
מי עמי,1128,222,184,1,183,56,0,0,0,0,0,1,9,0,0,6,0,3,11,39,0,0,1,0,0,0,36,1,0,0,0,1,3,10,0,1,2,1,2
מיטב,2054,345,234,2,232,27,0,0,0,0,0,0,1,0,0,37,0,21,98,1,0,0,18,0,0,0,14,0,0,0,0,0,0,2,1,0,2,0,10
מייסר,649,1048,438,8,430,40,0,69,0,0,0,38,0,0,0,0,0,23,0,5,0,0,0,0,174,0,0,0,0,0,0,1,0,3,1,11,3,1,61
מירב,1282,253,206,0,206,6,0,0,0,0,0,0,0,0,0,151,0,0,31,0,0,0,7,0,0,0,5,0,0,0,1,0,0,3,0,0,0,0,2
מירון,607,394,266,0,266,0,59,0,0,0,0,0,0,0,1,117,0,0,24,0,0,0,21,0,0,0,5,0,0,0,0,0,1,1,0,0,3,0,34
מישר,731,444,357,1,356,80,0,0,0,0,0,2,11,0,1,15,0,9,50,39,0,0,2,0,0,0,103,0,0,0,1,0,4,33,0,1,1,0,4
מיתר,1268,5479,4184,21,4163,731,10,1,0,3,1,6,28,0,0,600,1,96,856,235,0,0,79,0,4,2,896,3,1,0,0,0,64,423,2,0,37,8,76
מכורה,3614,106,77,2,75,14,0,0,0,0,0,0,5,0,0,4,0,2,21,0,0,0,1,0,0,0,17,0,0,0,0,0,1,10,0,0,0,0,0
מכחול,1343,148,37,0,37,3,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,21,0,1,0,0,0,0,0,0,0,1,0,0,0,3
מכמורת,382,994,694,4,690,181,0,0,0,1,0,4,41,0,3,15,0,20,64,94,0,1,2,0,0,0,177,1,0,0,0,3,13,53,0,1,11,3,2
מכמנים,1202,233,190,0,190,64,0,0,0,0,0,0,10,0,1,4,0,0,11,25,0,0,3,0,0,0,52,0,1,0,0,0,3,11,0,0,3,1,1
מלאה,164,241,201,0,201,57,0,0,0,0,0,0,0,0,1,40,0,6,65,1,0,0,2,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,24
מלילות,2044,220,178,4,174,2,0,0,0,0,0,0,0,0,0,34,0,21,58,0,0,0,4,0,0,0,3,1,0,0,0,0,2,2,0,0,0,0,47
מלכיה,596,423,248,3,245,102,0,0,0,1,0,0,3,0,0,8,5,1,26,36,0,0,0,0,0,0,38,0,0,0,0,0,1,22,0,0,0,0,2
מנוחה,2030,336,226,1,225,3,4,0,0,0,0,0,0,0,0,47,0,18,92,2,0,0,6,0,0,0,6,4,0,0,0,0,2,3,0,0,0,0,38
מנוף,1174,493,361,0,361,104,1,0,0,0,0,3,4,0,1,8,0,1,23,70,0,0,0,0,0,0,103,0,0,0,0,0,2,38,0,1,1,1,0
מנות,1205,296,200,2,198,22,0,0,0,0,0,0,3,0,0,29,0,12,53,11,0,0,2,0,0,0,25,2,0,0,1,0,7,16,0,0,1,0,14
מנחמיה,48,902,572,3,569,83,5,0,0,0,0,0,6,0,0,58,1,14,199,12,0,0,26,0,0,0,83,1,0,0,1,0,10,32,0,0,4,0,34
מנרה,347,216,152,1,151,74,0,0,0,1,0,0,3,0,2,0,0,3,5,20,0,0,0,0,0,0,17,0,0,0,0,0,1,19,0,2,3,1,0
מנשית זבדה,994,656,393,4,389,18,0,17,1,0,0,15,0,0,0,0,0,38,1,4,0,0,0,0,222,0,25,1,0,0,0,0,1,29,0,1,0,0,16
מסד,1258,380,261,2,259,118,0,0,0,0,0,0,1,0,0,22,0,4,22,18,0,0,1,0,0,0,41,0,0,0,0,0,3,25,0,0,1,1,2
מסדה,263,254,157,0,157,77,0,0,0,0,0,0,3,0,0,2,0,3,6,11,0,0,1,0,0,0,31,0,0,0,0,0,1,15,0,0,5,2,0
מסילות,298,472,304,1,303,125,0,0,0,0,0,1,6,0,0,4,0,1,13,69,0,0,0,0,0,0,61,0,0,0,0,0,1,17,0,0,2,1,2
מסילת ציון,742,635,510,0,510,115,2,0,0,0,0,1,4,0,0,44,1,20,97,55,0,0,2,0,0,0,92,0,0,0,0,0,9,33,0,1,2,1,31
מסלול,748,375,261,0,261,45,1,0,0,0,0,1,0,0,0,21,0,25,67,4,0,0,4,0,0,0,51,0,0,0,0,0,11,11,0,0,1,1,18
מסעדה,4203,173,33,1,32,3,0,0,0,0,0,0,0,0,0,5,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
מסעודין אל-עזאזמה,939,5110,1904,51,1853,4,3,509,0,2,1,1,1,0,2,9,1,2,6,5,2,2,5,4,1225,1,1,4,0,0,3,5,2,12,7,6,3,6,19
מעברות,197,735,567,1,566,147,1,0,0,0,0,4,29,0,0,2,0,5,15,237,0,0,4,0,0,0,93,0,0,0,0,0,1,24,0,1,1,1,1
מעגלים,1082,834,639,1,638,4,2,0,0,0,0,0,2,0,0,229,0,33,155,0,0,0,44,0,0,0,11,0,0,0,0,0,15,8,0,0,3,1,131
מעגן מיכאל,694,1444,1001,3,998,388,0,0,0,0,0,3,11,0,0,18,0,10,38,233,0,0,3,0,0,0,182,0,0,0,0,0,19,58,1,2,27,4,1
מעגן,678,309,191,1,190,80,0,0,0,0,0,0,2,0,0,5,0,3,17,12,0,0,1,0,0,1,37,0,0,0,0,0,2,16,0,0,13,0,1
מעוז חיים,272,413,267,2,265,148,0,0,0,0,0,1,6,0,0,12,0,7,15,14,0,0,1,0,0,0,27,0,0,0,0,0,3,28,0,0,3,0,0
מעון,3657,236,170,0,170,0,0,0,0,0,0,0,0,0,0,133,0,0,6,0,0,0,26,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3
מעונה,570,578,413,0,413,55,0,0,0,0,0,5,8,0,1,29,0,5,138,9,0,0,6,0,1,0,67,0,0,0,0,0,20,36,0,0,5,1,27
מעיליא,518,2266,1501,15,1486,55,0,566,1,1,0,512,1,0,0,3,0,3,107,107,0,0,1,0,38,0,2,0,0,0,0,0,2,18,2,3,16,1,47
מעין ברוך,416,438,315,3,312,130,0,0,0,0,0,1,16,0,0,13,0,8,14,26,0,0,3,0,0,0,65,0,0,0,0,0,5,29,0,0,2,0,0
מעין צבי,290,597,426,2,424,169,1,0,0,1,0,0,5,0,0,9,0,6,24,48,0,0,2,0,0,0,123,0,0,0,0,0,2,26,0,1,4,2,1
מעלה אדומים,3616,25597,18193,144,18049,815,260,2,0,12,1,12,50,0,22,3745,53,244,7540,132,1,1,828,4,1,7,1803,87,17,0,35,8,278,322,7,2,224,23,1513
מעלה אפרים,3608,1178,598,11,587,62,10,0,0,3,1,0,15,0,0,97,5,14,179,10,0,0,35,0,0,2,41,5,1,0,1,5,6,42,0,0,29,3,21
מעלה גלבוע,1127,263,213,1,212,38,0,0,0,0,0,0,1,0,0,89,0,1,35,1,0,0,4,0,0,0,23,0,0,0,0,0,11,7,0,0,1,0,1
מעלה גמלא,4008,327,243,1,242,66,0,1,0,0,0,3,5,0,0,12,0,6,25,31,0,0,0,0,0,0,62,0,0,0,0,0,1,25,0,0,3,2,0
מעלה החמישה,286,423,277,0,277,122,1,0,0,1,0,2,4,0,0,2,0,1,21,41,0,0,1,0,0,0,51,0,0,0,0,0,3,21,1,0,3,0,2
מעלה לבונה,3752,346,261,0,261,1,5,0,0,0,0,0,0,0,0,145,0,1,15,0,0,0,79,0,0,0,1,4,1,0,0,1,2,0,0,0,0,0,6
מעלה מכמש,3651,704,618,2,616,2,4,0,0,0,0,0,0,0,0,383,1,1,71,0,0,0,105,0,0,0,0,8,0,0,0,1,9,0,0,0,1,0,30
מעלה עירון,1327,7774,4009,49,3960,68,3,1467,0,1,1,960,1,0,0,5,0,2,14,61,0,0,7,2,799,1,4,0,1,0,0,1,10,9,6,8,3,1,525
מעלה עמוס,3653,214,155,1,154,0,72,0,0,0,0,0,0,0,0,37,0,0,4,1,0,0,17,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,18
מעלה שומרון,3637,513,391,1,390,10,1,0,0,0,0,0,0,0,0,118,3,3,146,2,0,0,51,0,0,0,20,2,0,0,0,0,4,5,0,0,5,1,19
מעלות-תרשיחא,1063,17395,10663,245,10418,566,62,956,2,7,4,645,37,0,25,1140,214,194,3311,169,7,6,189,8,440,6,683,64,16,0,9,12,113,325,16,11,170,29,982
מענית,344,487,398,3,395,116,0,0,0,0,0,3,13,0,0,3,0,9,18,125,0,0,1,0,0,0,78,0,0,0,0,0,5,22,0,0,1,0,1
מעש,230,652,510,1,509,128,2,0,0,0,0,2,5,0,4,34,0,10,91,45,0,0,3,0,0,0,114,2,0,0,0,0,12,45,0,0,6,2,4
מפלסים,668,572,418,3,415,179,0,0,0,0,0,1,9,0,0,15,0,34,28,50,0,0,0,0,0,0,58,1,0,0,0,0,3,29,1,0,4,1,2
מצדות יהודה,3745,261,226,1,225,5,2,0,0,0,0,0,0,0,0,170,0,0,14,1,0,0,25,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1
מצובה,325,721,482,2,480,162,0,0,0,0,0,0,21,0,1,18,0,10,63,37,0,0,0,0,0,0,108,4,0,0,0,0,11,37,0,0,2,2,4
מצליח,757,918,648,9,639,86,0,0,1,0,0,0,3,0,3,60,0,22,225,7,0,0,11,1,0,0,103,2,0,0,1,3,12,45,0,0,7,1,46
"מצפה אבי""ב",1222,549,423,1,422,134,0,0,0,0,0,4,8,0,2,18,0,12,42,42,0,0,1,0,0,0,110,0,0,0,0,0,1,45,0,1,1,1,0
מצפה אילן,1370,96,92,0,92,0,0,0,0,0,0,0,0,0,0,70,0,0,16,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
מצפה יריחו,3576,1072,911,4,907,4,12,0,0,0,0,0,1,0,0,457,0,0,107,0,0,0,269,0,0,0,4,9,0,0,2,1,8,0,0,0,8,0,25
מצפה נטופה,1190,475,379,0,379,20,2,0,0,0,0,0,0,0,0,259,0,0,49,4,0,0,6,0,0,0,15,0,0,0,0,0,14,2,0,2,0,0,6
מצפה רמון,99,3468,2036,52,1984,176,11,3,0,2,2,12,74,0,20,364,23,14,639,59,1,0,57,2,11,3,140,3,2,0,1,4,17,202,1,3,32,7,99
מצפה שלם,3610,145,105,1,104,33,0,0,0,0,0,2,4,0,1,3,0,3,8,17,0,0,0,0,0,0,16,0,0,0,0,1,0,15,0,0,1,0,0
מצפה,58,136,105,2,103,22,0,0,0,0,0,0,1,0,0,7,0,1,22,6,0,0,1,0,0,0,23,1,0,0,0,0,1,14,0,0,3,0,1
מצר,648,424,314,0,314,77,0,0,0,0,0,2,1,0,0,5,0,1,6,169,0,0,0,0,0,0,23,0,0,0,0,0,1,23,0,0,3,2,1
מקווה ישראל,22,167,113,0,113,28,0,0,0,0,0,1,1,0,0,19,0,3,21,5,0,0,0,0,0,0,15,0,0,0,0,0,3,13,0,0,1,1,2
מרגליות,843,300,143,0,143,17,1,0,0,0,0,0,0,0,0,19,0,30,34,2,0,0,2,0,0,0,13,6,0,0,0,0,1,6,0,0,3,0,9
מרום גולן,4101,483,354,0,354,113,1,0,0,1,0,2,7,0,1,22,0,7,42,34,0,0,0,0,0,0,90,0,0,0,0,0,7,19,0,0,4,4,0
מרחביה (מושב),97,499,383,0,383,95,0,0,0,0,1,1,3,0,1,22,0,4,75,20,0,0,9,0,0,0,105,0,0,0,0,0,3,35,0,1,4,0,4
מרחביה (קיבוץ),66,791,597,3,594,118,1,0,0,0,0,4,10,0,0,26,1,13,107,126,0,0,6,0,0,0,139,2,0,0,1,0,3,30,1,0,3,0,3
מרכז שפירא,1098,1374,1125,5,1120,17,5,0,0,0,0,0,3,0,0,744,0,2,106,1,0,0,44,0,0,0,25,8,0,0,0,0,21,9,0,0,3,1,131
משאבי שדה,421,459,292,0,292,138,1,0,0,1,0,1,4,0,0,1,0,2,23,54,0,0,1,0,0,1,39,0,0,0,0,0,7,17,0,1,1,0,0
משגב דב,765,473,376,1,375,67,0,0,0,0,0,0,8,0,0,21,0,9,75,44,0,0,2,0,0,0,96,2,0,0,0,0,4,40,0,0,3,1,3
משגב עם,378,210,132,1,131,52,0,0,0,0,0,2,6,0,0,3,0,2,14,12,0,0,0,0,0,0,21,0,0,0,0,0,0,18,0,0,1,0,0
משהד,520,4568,2573,17,2556,17,0,644,0,1,1,530,2,0,0,1,1,36,32,30,0,0,1,0,1207,0,13,0,1,0,1,0,2,6,1,0,2,1,26
משואה,3605,134,97,0,97,7,0,0,0,0,0,0,0,0,0,22,0,2,46,0,0,0,0,0,0,0,9,2,0,0,0,0,0,3,0,0,6,0,0
משואות יצחק,620,465,387,1,386,11,0,0,0,0,0,0,2,0,0,283,0,0,33,6,0,0,9,0,0,0,19,1,0,0,0,0,13,6,0,0,2,0,1
משמר איילון,670,364,281,1,280,46,1,1,0,0,0,1,4,0,1,25,1,16,62,28,0,0,3,0,0,1,64,1,1,0,0,0,6,8,0,0,3,2,5
משמר דוד,563,204,153,0,153,49,0,0,0,0,0,2,3,0,0,4,0,3,20,13,0,0,3,0,0,0,41,0,0,0,0,0,1,7,0,0,5,2,0
משמר הירדן,732,400,279,3,276,33,1,0,0,0,0,0,4,0,0,27,0,13,106,6,0,0,6,0,0,0,40,3,0,0,0,0,2,16,0,0,6,0,13
משמר הנגב,395,709,465,2,463,243,0,0,0,0,0,0,1,0,0,11,1,4,34,49,0,1,2,0,0,0,68,0,0,0,0,0,1,40,1,0,3,1,3
משמר העמק,130,873,666,2,664,274,0,0,0,0,0,1,8,0,0,3,0,2,13,213,0,0,0,0,0,0,80,0,0,0,0,0,4,56,1,4,1,4,0
משמר השבעה,729,629,470,8,462,94,0,0,0,1,0,1,6,0,0,15,0,13,87,34,0,1,8,0,0,1,125,0,0,0,0,0,10,51,0,0,9,2,4
משמר השרון,194,483,327,0,327,165,1,0,0,0,0,2,10,0,0,2,0,8,21,41,0,0,1,0,0,0,41,0,0,0,0,1,2,27,0,1,3,0,1
משמרות,213,302,233,0,233,89,1,0,0,0,0,0,6,0,0,4,0,3,15,23,0,0,0,0,0,0,59,0,0,0,0,0,2,22,0,1,8,0,0
משמרת,425,576,465,1,464,81,1,0,0,0,0,2,14,0,0,19,0,18,48,46,0,0,2,0,0,0,163,0,0,0,0,0,9,53,0,0,3,3,2
משען,791,618,428,10,418,26,1,0,0,1,0,0,1,0,0,102,0,11,139,2,0,0,5,0,0,0,18,13,0,0,0,0,19,12,0,0,4,0,64
מתן,1315,2126,1697,10,1687,406,2,0,0,3,0,4,19,0,3,62,0,28,273,143,0,0,5,0,0,0,517,2,0,0,0,0,16,167,1,1,14,5,16
מתת,1184,134,93,0,93,26,1,0,0,0,0,1,2,0,0,8,0,0,2,32,0,0,0,0,0,0,12,1,0,0,0,0,0,5,0,2,1,0,0
מתתיהו,3648,283,196,0,196,2,151,0,0,0,0,0,0,0,0,11,0,0,10,1,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,15
נאות גולן,4551,335,219,1,218,48,1,0,0,0,0,2,1,0,0,30,2,2,29,7,0,0,3,0,0,0,59,1,0,0,0,0,2,29,0,0,1,1,0
נאות הכיכר,1124,189,133,1,132,41,0,0,0,1,0,0,2,0,0,7,0,4,16,8,0,0,0,0,0,0,37,0,0,0,0,0,1,14,0,0,1,0,0
נאות מרדכי,408,489,344,2,342,156,0,0,0,0,0,1,9,0,0,15,0,2,31,34,0,0,2,0,0,0,55,0,0,0,0,0,4,24,0,0,5,3,1
נאות סמדר,1197,309,191,0,191,79,0,0,0,0,0,3,6,0,0,2,0,4,17,26,0,0,0,0,0,0,28,0,0,0,0,0,2,15,0,0,8,0,1
נאעורה,524,1200,659,11,648,108,0,263,0,1,0,44,0,0,0,2,1,12,5,17,0,1,0,0,85,0,50,0,0,0,1,0,2,1,1,1,0,1,52
נבטים,396,518,400,3,397,72,0,0,0,0,0,0,1,0,0,77,0,15,84,1,0,0,2,0,2,0,76,1,0,0,0,0,8,38,0,0,3,1,16
נגבה,315,615,418,1,417,127,0,0,0,0,0,0,7,0,0,7,2,6,24,97,0,1,0,0,0,0,97,0,0,0,1,0,9,33,0,0,4,2,0
נהורה,309,840,585,2,583,69,4,0,0,0,0,0,4,0,0,85,0,22,156,15,0,0,8,1,0,0,75,1,0,0,0,0,13,28,1,0,5,0,96
נהלל,80,633,481,4,477,146,0,0,0,0,0,4,10,0,0,12,1,27,61,37,0,1,2,1,0,0,108,0,0,0,1,0,2,55,0,0,7,2,0
נהריה,9100,45654,27775,423,27352,3018,119,16,7,30,2,56,132,0,65,2650,166,643,10114,555,4,9,399,9,37,15,4428,283,16,0,14,23,389,1556,27,19,332,83,2136
נוב,4304,440,351,0,351,5,2,0,0,0,0,0,2,0,0,259,0,0,47,0,0,0,19,0,0,0,3,4,0,0,0,1,3,0,0,0,4,0,2
נוגה,55,360,221,3,218,11,1,0,0,0,1,1,0,0,0,14,1,53,82,3,0,0,4,1,0,0,16,1,0,0,0,0,1,9,0,0,1,1,17
נווה אור,590,301,213,1,212,84,0,0,0,0,0,0,14,0,0,16,0,5,14,26,0,0,2,0,0,0,31,0,0,0,0,0,2,14,0,0,3,0,1
"נווה אטי""ב",4303,147,108,1,107,5,0,0,0,0,0,0,5,0,0,7,0,2,54,4,0,0,3,0,0,0,17,0,0,0,0,0,0,9,0,0,1,0,0
נווה אילן,405,613,423,0,423,110,2,0,0,0,0,2,5,0,1,16,0,5,71,62,0,0,2,0,0,0,100,0,0,0,0,0,17,18,1,0,7,3,1
נווה איתן,296,212,133,1,132,50,0,0,0,0,0,0,6,0,1,6,1,1,13,20,0,0,0,0,0,1,10,0,0,0,0,0,0,17,0,1,5,0,0
נווה דניאל,3725,1230,1028,3,1025,8,4,0,0,0,0,0,0,0,0,705,0,0,157,2,0,0,101,0,0,0,17,1,0,0,0,0,21,2,0,0,3,0,4
נווה זוהר,1057,72,28,0,28,6,0,0,0,0,0,0,0,0,0,2,0,1,7,1,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,1,0,2
נווה זיו,1314,368,285,2,283,46,0,0,0,0,0,1,5,0,0,31,0,10,63,13,0,0,1,0,0,1,75,0,0,0,0,0,6,20,0,0,1,0,10
נווה ים,312,219,162,0,162,41,0,0,0,0,0,0,11,0,0,20,0,2,23,10,0,0,5,0,0,0,21,0,0,0,0,0,4,17,1,0,4,3,0
נווה ימין,686,924,663,4,659,78,2,0,0,0,0,1,8,0,0,60,0,28,242,11,0,0,7,0,0,0,116,4,0,0,0,1,4,29,0,0,17,4,47
נווה ירק,858,823,683,2,681,122,2,0,0,1,0,2,22,0,0,27,0,23,75,38,0,0,0,0,0,0,269,0,0,0,0,1,8,82,0,1,7,0,1
נווה מבטח,827,469,357,0,357,97,1,0,0,0,0,1,4,0,0,21,1,10,68,30,0,0,3,0,0,0,81,0,0,0,0,0,4,32,0,0,0,2,2
נווה מיכאל,1071,327,238,2,236,9,1,0,0,0,0,0,2,0,0,35,0,4,90,0,0,0,3,1,0,0,19,4,0,0,0,0,5,5,0,0,4,0,54
נווה שלום,1259,162,127,0,127,8,0,22,0,0,0,42,0,0,0,0,0,0,0,41,0,0,0,0,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0
נווה,1366,181,168,0,168,0,9,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14
נועם,15,313,214,2,212,0,1,0,0,0,0,0,0,0,0,34,0,1,85,1,0,0,3,0,0,0,6,0,0,0,0,0,1,3,0,0,1,0,76
נוף איילון,1333,1460,1258,0,1258,9,40,0,0,0,0,0,0,0,0,923,0,0,74,0,0,0,133,0,0,0,5,6,0,0,0,0,11,1,0,0,6,0,50
נופים,3790,368,256,2,254,5,1,0,0,0,0,0,1,0,0,51,0,2,140,4,0,0,13,0,0,0,12,1,1,0,0,0,2,4,0,0,7,0,10
נופית,1284,1857,1523,4,1519,370,3,1,0,0,0,3,19,0,2,58,0,24,223,93,0,0,11,0,0,1,522,0,0,0,0,0,4,165,0,4,14,0,2
נופך,257,318,223,0,223,25,0,0,0,2,0,1,2,0,0,22,0,10,83,10,0,0,2,0,0,0,22,1,0,0,0,0,0,6,0,0,6,1,30
נוקדים,3726,782,610,4,606,13,8,0,0,0,0,0,1,0,0,209,4,0,250,2,0,0,65,0,0,7,0,4,0,0,0,0,20,0,0,0,9,1,13
נורדיה,447,1675,1270,20,1250,272,3,0,0,1,0,0,5,0,3,58,0,40,282,71,0,0,2,0,0,1,361,1,1,0,2,0,17,104,0,1,13,4,8
נחושה,59,430,373,1,372,8,3,0,0,0,0,0,1,0,0,207,0,1,59,2,0,0,19,0,0,0,6,11,0,0,0,0,20,2,0,0,3,0,30
נחל עוז,844,334,230,0,230,82,0,0,0,0,0,2,6,0,0,4,3,16,17,35,0,0,3,0,0,0,31,0,0,0,0,0,0,26,0,0,3,1,1
נחלה,2045,351,264,1,263,35,4,0,0,0,0,0,0,0,0,59,0,19,52,0,0,0,2,0,0,0,13,24,0,0,1,0,9,8,2,0,2,0,33
נחליאל,3767,251,195,0,195,0,10,0,0,0,0,0,0,0,0,47,0,0,7,0,0,0,85,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,39
נחלים,449,850,731,5,726,12,11,0,0,0,0,0,3,0,0,492,0,2,85,3,0,0,46,0,0,0,27,5,0,0,0,0,23,3,0,0,3,1,10
נחם,809,384,336,4,332,9,5,0,0,0,0,0,1,0,0,57,0,5,107,4,0,0,14,1,2,0,23,10,1,0,1,0,6,3,0,0,3,1,79
נחף,522,6734,3842,59,3783,87,4,780,0,3,3,533,3,0,1,7,1,126,30,40,2,1,0,1,1602,0,62,2,1,0,3,0,3,25,2,7,13,0,441
נחשולים,433,493,377,1,376,140,0,0,0,0,0,1,5,0,2,7,0,13,21,45,0,0,1,0,0,0,89,0,0,0,0,0,2,42,1,0,4,3,0
נחשון,777,384,292,0,292,68,0,0,0,0,0,4,8,0,0,3,0,1,11,142,0,0,0,0,0,0,33,1,0,0,0,0,1,11,0,1,6,1,1
נחשונים,705,298,210,1,209,50,0,0,0,0,0,0,4,0,0,2,0,1,16,75,0,0,0,0,0,0,45,0,0,0,0,0,2,11,0,0,1,2,0
נטועה,1147,228,154,2,152,12,1,0,0,0,0,0,1,0,0,20,0,2,37,1,0,0,0,0,0,0,27,0,0,0,0,0,1,14,0,0,1,0,35
נטור,4014,152,121,1,120,12,0,0,0,0,0,0,0,0,0,42,0,2,32,4,0,0,3,0,0,0,17,1,0,0,0,0,3,4,0,0,0,0,0
נטעים,174,466,376,3,373,79,0,0,0,0,0,1,12,0,0,20,0,12,61,36,0,0,2,0,0,0,101,0,0,0,0,0,5,35,0,0,4,3,2
נטף,1254,316,234,1,233,74,0,0,0,0,0,8,2,0,0,5,0,3,10,86,0,0,1,0,0,0,16,0,0,0,0,0,8,17,0,2,1,0,0
ניין,523,1062,791,9,782,5,0,159,0,1,0,10,0,0,1,1,1,5,4,492,0,0,0,0,83,1,2,1,0,0,0,0,0,2,2,0,0,0,12
